イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
WE036	24	制度制約	財政制約による支援遅れの高止まり	0.99	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ24: SNS不安増幅が82.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.1。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB030	25	社会反応	社会的撤退の拡大	0.31	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退33.3、生活防衛19.3、ケア12.7	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB031	25	社会反応	生活防衛シフト	0.27	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	撤退33.3、生活防衛19.3、ケア12.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE025	25	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: SNS不安84.5増大で優秀層の慎重姿勢が最高水準。心理安全・処遇透明化を前面化し厳選継続。 / 東京湾岸工科専門学校: SNS不安増幅で入学者の迷い増大。就職実績の可視化と体験型説明会を強化し定員確保を優先する。 / 北関東精密加工株式会社: 工業高校連携継続。SNS不安84.5で採用難が更に深刻化。奨学金型自社負担を正式方針化し工場見学でロボ共存の実態開示を強化。	未来通信システム株式会社: SNS不安最高水準で就活生の心理不安が増大。AI選別不安と組織不信が重なり企業選択が一層慎重化。 / 東京湾岸工科専門学校: SNS不安で入学前離脱リスクが高まる。具体的未来像を示せた学校への集約が起きる可能性がある。 / 北関東精密加工株式会社: SNS不安84.5で製造業若手の離職不安が増大。ロボ共存の意味を示せない現場では自己効力感がさらに低下するリスク。 現役側には 未来通信システム株式会社: 労働市場不確実性81.8で再学習圧力が最高水準。公共DX転換に伴いスキル再配置が内部で加速。 / 東京湾岸工科専門学校: 社会人再訓練需要はSNS不安増幅でかえって増加。ただし選択基準が安心感・実績重視に移行しつつある。 / 北関東精密加工株式会社: ロボ監視・AI連携スキルへの転換圧力が増す。OJT余力低下でベテランへの教育負荷が集中し疲弊感が蓄積。
FB032	26	社会反応	社会的撤退の拡大	0.32	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退33.7、情報過敏27.0、ケア15.6	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB033	26	社会反応	情報過敏の拡大	0.29	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	撤退33.7、情報過敏27.0、ケア15.6	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE026	26	組織判断	企業・組織の採用育成判断	0.54	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: SNS87.2で採用炎上リスク最高継続。心理安全・処遇透明化を前面化し厳選姿勢を堅持。 / 首都圏業務支援株式会社: 消滅継続。採用主体不在。SNS不安87.2上昇で元従業員の転職市場参入がさらに抑制。 / 東北ライフライン保守株式会社: SNS不安87.2で応募不足さらに悪化。供給網不安をインフラ安定雇用の訴求材料に転化し中途依存継続。	未来通信システム株式会社: 供給網不安でAI以外の職種選別不安がさらに広がる。 / 首都圏業務支援株式会社: 元若手は労働不確実性84.3下で再就職先を見つけられず、SNS不安が孤立感を固定化。 / 東北ライフライン保守株式会社: 供給網不安でインフラ雇用安定性への関心が若干回復するが、SNS不安87.2が選択を抑制し効果は限定的。 現役側には 未来通信システム株式会社: WE037で物価不安が重なり現役層の経済的閉塞感が強まる。 / 首都圏業務支援株式会社: 供給網不安による物価上昇と財政76.7が現役世代の実質所得を圧迫し雇用不安が拡大。 / 東北ライフライン保守株式会社: 部材調達難で現場負荷増大。雇用安定の確約は維持されるが業務量増と賃金停滞の葛藤が強まる。
WE037	26	世界イベント	供給網不安拡大	0.20	全体	物価不安↑ 雇用安定↓	供給網不安	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ26: SNS不安増幅が87.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は24.6。	供給網の不安定化により、物価と企業採用への不安が残る。
OE027	27	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	桐野市産業雇用課: SNS不安増幅で若者の転出意向が上昇懸念。Uターン補助に加えSNS上の誤情報に対し市が数値で反論発信を開始する / 未来通信システム株式会社: SNS88.3で炎上リスク上昇継続。心理安全・処遇透明化を前面化し厳選姿勢を維持。 / 東北ライフライン保守株式会社: SNS不安88.3で応募不足継続。計算資源制約でAI非代替インフラ職の安定性を追加訴求。中途依存維持。	桐野市産業雇用課: AI格差不安とSNS誤情報が重なり、地元就職より大都市AIスクール志向が高まる / 未来通信システム株式会社: WE038で計算格差拡大。社内確保できた若手とそれ以外の育成格差が鮮明化。 / 東北ライフライン保守株式会社: AI格差拡大でインフラ職の非代替安定訴求が若干届くも、SNS不安高止まりで応募回避継続。 現役側には 桐野市産業雇用課: SNS不安がデジタル化抵抗感を強め、AI窓口利用忌避が一部層で発生しうる / 未来通信システム株式会社: 計算資源制約で再学習機会が社内格差化。中堅層に不安と意欲分断が広がる。 / 東北ライフライン保守株式会社: 自治体財政圧力で発注縮小懸念が浮上。広域共同化推進でベテランの移動・作業負担が増加。
WE038	27	世界イベント	半導体・計算資源制約	0.20	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ27: SNS不安増幅が88.3。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は24.8。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。
FB034	28	社会反応	生活防衛シフト	0.28	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	撤退29.8、情報過敏26.5、生活防衛19.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB035	28	社会反応	情報過敏の拡大	0.28	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	撤退29.8、情報過敏26.5、生活防衛19.9	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE028	28	組織判断	企業・組織の採用育成判断	0.53	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	東北ライフライン保守株式会社: SNS不安89.5で応募不足さらに深刻化。地元工業高・高専への直接訪問採用を強化。インフラ職の生活安定性を現場見学で可視化訴求。中途依存継続。 / 未来通信システム株式会社: SNS89.5でさらに炎上リスク上昇。心理安全・処遇透明化を全面前置きにした厳選継続、新卒枠を微減。 / 桐野市産業雇用課: SNS不安89.5で若者転出決断が早まる懸念。地元就職の実績賃金・キャリア数値を公開し「地域で働く選択肢」の可視化をさらに強化する	東北ライフライン保守株式会社: SNS増幅でAI代替不安が蔓延する中、現場体験訴求が地元若手の一部に刺さる可能性。ただし応募数回復は限定的。 / 未来通信システム株式会社: 雇用不安と選別不安が二重化し、入社後の職務転換要求に若手が心理的疲弊を深める。 / 桐野市産業雇用課: SNS増幅が転出を後押しするが、実績数値の可視化と心理支援で転出決断の速度をわずかに抑制できる可能性がある 現役側には 東北ライフライン保守株式会社: 財政圧力80.5による自治体発注縮小懸念が現役層の雇用不安を刺激。共同化安定論への信頼維持が急務。 / 未来通信システム株式会社: 人事凍結継続で昇進停滞感が強まり、AI再学習と役割変化の両立に現役世代が疲弊する。 / 桐野市産業雇用課: 地場中小の雇用不安が週次点検で表面化し始める。心理サポートが早期離職の緩衝材として機能するかが試される局面
OE029	29	組織判断	企業・組織の採用育成判断	0.41	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS87.2継続で心理安全前置きを維持。計算制約60.8受けインフラ専門中途を微増、新卒枠は横ばい。 / 関東広域ロジスティクス株式会社: 新卒管理候補の極小維持継続。SNS不安87.2微減でドライバー中途採用の条件付き再開を検討開始。 / 東北ライフライン保守株式会社: SNS不安87.2でやや緩和も応募難継続。地元高専・工業高への訪問を広域化し、インフラ職の雇用安定性をAI格差拡大への対比で訴求。	未来通信システム株式会社: 社内計算資源優先開放で研修機会格差は一部緩和されるが、選別不安は継続する。 / 関東広域ロジスティクス株式会社: AI利用格差拡大で若手の進路不安が継続。現場スキル訓練再開は一定の安心材料となる。 / 東北ライフライン保守株式会社: AI格差拡大の中でインフラ現場職は代替リスクが低く、就職先として再評価される可能性が僅かに高まる。 現役側には 未来通信システム株式会社: インフラ職務転換支援拡充で一部は活路を得るが、AI非対応層の不安は高止まりする。 / 関東広域ロジスティクス株式会社: ドライバー層のSNS不安は微減だが高止まり。待遇改善の限定検討開始が離職抑制の契機となり得る。 / 東北ライフライン保守株式会社: AI・ロボ導入抑制により現場熟練スキルの希少価値が維持され、即時雇用不安は低い。長期の処遇改善は不透明。
WE039	29	世界イベント	半導体・計算資源制約	0.20	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ29: SNS不安増幅が87.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は22.2。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。
FB036	30	社会反応	生活防衛シフト	0.29	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏28.5、撤退23.7、生活防衛20.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB037	30	社会反応	情報過敏の拡大	0.31	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏28.5、撤退23.7、生活防衛20.1	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE030	30	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS89.2で心理安全前置き維持。中途インフラ専門を微増、新卒枠横ばいで選別強度は据え置き。 / 桐野市産業雇用課: SNS不安89.2で若者転出リスク最大化。地元就職事例をSNS経由で発信し転出不安に対抗する / 東京湾岸工科専門学校: 地元就職保証連携を強化。SNS不安で進路が霧散する前に就職実績を数値で可視化する。	未来通信システム株式会社: WE040・WE042が重なり、AI選別不安と制度への諦め感が同時進行する。 / 桐野市産業雇用課: SNS不安が自己効力感を削ぎ、地元定着意欲が一段と低下するリスクが継続する / 東京湾岸工科専門学校: SNS慢性負荷で進路意欲が低下しやすい。学校が不安緩衝機能を果たせなければ離脱リスクが高まる。 現役側には 未来通信システム株式会社: SNS89.2・WE041の慢性負荷でIT現役層の疲弊と再学習意欲低下リスクが高まる。 / 桐野市産業雇用課: 財政支援遅れへの失望が蓄積し、制度不信が職場内の慢性疲労と重なる / 東京湾岸工科専門学校: 職員がSNS由来の学生不安を日常的に吸収し続け、燃え尽きリスクが静かに上昇する。
WE040	30	世界イベント	AI雇用不安増幅の高止まり	0.83	全体	希望経路↓ 自己効力感↓ 慢性負荷↑	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ30: SNS不安増幅が89.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.8。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 新しい事件というより、高い不安が続いて疲労感を生む。
WE041	30	世界イベント	地政学SNS不安拡散の高止まり	0.89	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ30: SNS不安増幅が89.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.8。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE042	30	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ30: SNS不安増幅が89.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は19.8。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB038	31	社会反応	社会的撤退の拡大	0.26	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退30.3、生活防衛27.7、ケア14.8	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB039	31	社会反応	生活防衛シフト	0.43	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	撤退30.3、生活防衛27.7、ケア14.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE031	31	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS92.0で大規模採用発表を回避。中途インフラ・AI専門を微増、新卒は厳選横ばいで静粛維持。 / 桐野市産業雇用課: SNS不安92.0で若者転出圧力が臨界域。地元就職者の「生の声」動画を週次で発信し転出意図を抑制する / 東京湾岸工科専門学校: 就職保証実績をリアルタイム公開に切替。SNS92.0下の進路霧散を数値の実在で封じる。	未来通信システム株式会社: SNS不安増幅でAI選別への恐怖感が高まるが、社内支援策が部分的に緩衝する。 / 桐野市産業雇用課: SNS不安92.0が継続すれば転出意向が潜在化し、訓練参加率・地元就職率の低下圧力が強まる / 東京湾岸工科専門学校: 学校への依存が深まり自立判断力の低下リスクが浮上する。就職実績可視化が唯一の安定軸になる。 現役側には 未来通信システム株式会社: 労働市場不確実87.9でIT現役層の再学習圧力が一段上昇し焦燥感が広がる。 / 桐野市産業雇用課: 雇用不安と情報過多が重なり精神的疲弊が増加。相談件数の急増と窓口負荷上昇が見込まれる / 東京湾岸工科専門学校: 職員の感情労働負荷が限界に近づく。バーンアウト発生で教育品質が崩れる連鎖リスクが顕在化する。
FB040	32	社会反応	社会的撤退の拡大	0.41	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退38.9、ケア18.0、情報過敏13.5	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB041	32	社会反応	ケア負担の制度要求	0.25	全体	財政圧力↑ 制度信頼↓	若者・現役行動フィードバック	日本国内	撤退38.9、ケア18.0、情報過敏13.5	介護やケア負担が個人の限界を超え、制度対応を求める声が強まる。
OE032	32	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS94.0でさらに静粛維持。新卒厳選横ばい、インフラ・セキュリティ専門の中途を微増のみ。 / 関東広域ロジスティクス株式会社: 新卒管理候補の最小維持を継続。SNS不安94.0で採用活動停止を据え置く。 / さくら在宅ケア株式会社: SNS不安94で介護志望が実質消滅。資格者・復職者に加え外国人材枠を模索。	未来通信システム株式会社: SNS94.0で就活生・若手のAI選別不安が拡大。社内での将来経路が見えない層の離職意向が高まる。 / 関東広域ロジスティクス株式会社: SNS不安増幅で物流業への就職回避傾向が固定化。入職者数のさらなる減少が見込まれる。 / さくら在宅ケア株式会社: SNS不安拡大で介護職イメージが悪化し若年層の参入障壁がさらに上昇。 現役側には 未来通信システム株式会社: 労働市場不確実性90.4で現役IT職の再学習プレッシャーが継続。職務転換先不透明感が疲弊を招く。 / 関東広域ロジスティクス株式会社: AI代替不安が現場ドライバーに最高潮。離職意向が顕在化するリスクが臨界水準に達しつつある。 / さくら在宅ケア株式会社: 中堅ケアワーカーへの業務集中が加速し燃え尽きリスクが高まる。
FB042	33	社会反応	社会的撤退の拡大	0.31	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退33.5、情報過敏23.4、ケア14.7	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE033	33	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS94.2で静粛維持。新卒厳選横ばい、安保・セキュリティ中途を微増探索継続。 / 北関東精密加工株式会社: SNS不安94.2継続で採用難悪化。工業高校の反応学生にフォロー開始し、給与明示で母集団拡大を図る。 / 関東広域ロジスティクス株式会社: SNS不安94.2で採用活動凍結を継続。新卒管理候補の最小採用枠のみ維持する。	未来通信システム株式会社: AI選別不安継続。ロールモデル可視化で一部が安定感を得るが全体の不安は高止まり。 / 北関東精密加工株式会社: SNS不安94.2継続で地方製造業への就職忌避が強まる。給与とキャリアの透明化が唯一の訴求手段。 / 関東広域ロジスティクス株式会社: 採用・訓練の長期停滞で若手の将来不安が組織内に蓄積し始める。 現役側には 未来通信システム株式会社: 公共DX縮退で職務転換圧力継続。安保・セキュリティへのリスキリング機会が具体化し始める。 / 北関東精密加工株式会社: ロボ・AI導入で職務変化が加速し、ベテランへのスキル転換依存が高まる。OJT余力不足が顕在化する。 / 関東広域ロジスティクス株式会社: 現場ドライバーの不安高止まりが離職意向の潜在的蓄積を続けている。
FB043	34	社会反応	社会的撤退の拡大	0.42	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退39.5、情報過敏20.7、ケア12.0	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE034	34	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS89.9で静粛維持。新卒厳選継続、安保中途を具体案件起点で微増探索。 / 北関東精密加工株式会社: 工業高校フォローを継続しつつロボオペ実績を採用訴求に転用。追加採用は防衛受注確定後まで凍結継続。 / 関東広域ロジスティクス株式会社: SNS不安89.9で採用解凍条件は未成立。新卒管理候補の最小枠維持を継続する。	未来通信システム株式会社: AI研修加速で選別不安が続くが、内製化定着が帰属感を部分補完する。 / 北関東精密加工株式会社: ロボオペ実績可視化で訴求力は微増するがSNS不安89.9継続で地方製造業への若者志望は低迷する。 / 関東広域ロジスティクス株式会社: 採用凍結継続で物流業界への新卒入職路が閉塞。管理候補枠以外の選択肢縮小が続く。 現役側には 未来通信システム株式会社: 安保・民間クラウドへの職務転換が現役層の再学習負荷を持続的に高める。 / 北関東精密加工株式会社: ロボ導入加速で搬送・単純加工担当の配置転換圧力が高まり多能工化研修が事実上必須化する。 / 関東広域ロジスティクス株式会社: ドライバー・現場職のAI代替不安が残存。安心訴求が雇用継続の暫定的支柱となる。
FB044	35	社会反応	社会的撤退の拡大	0.44	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退40.7、生活防衛14.4、情報過敏10.3	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE035	35	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS93.1でさらに静粛最高水準。新卒厳選継続、中途は安保案件起点で慎重探索。 / 北関東精密加工株式会社: 採用凍結継続。工業高校への関係維持と「ロボ監視職」訴求を地道に続ける。 / さくら在宅ケア株式会社: SNS不安93.1で志望者枯渇が固定化。外国人材継続も資金36が壁。地域潜在復職者の掘り起こしへ転換。	未来通信システム株式会社: AI研修内製化で選別不安は継続。安保案件増で一部若手に具体的活路が開き始める。 / 北関東精密加工株式会社: ロボ導入・AI導入の映像がSNSで拡散し製造業志望者の不安が高まる。工業高校生の来訪意欲が低下する懸念。 / さくら在宅ケア株式会社: SNS不安93.1で介護職回避が世代レベルで固定化。若者の入職意欲がほぼゼロに近づく。 現役側には 未来通信システム株式会社: 職務転換圧力が継続。安保・クラウド領域へのリスキル機会は限定的ながら拡大傾向。 / 北関東精密加工株式会社: ベテランのロボ監視移行は進むが、AI検査の精度議論が現場抵抗を誘発し一部で稼働遅延が出る。 / さくら在宅ケア株式会社: 中堅介護職にAI代替不安と過重労働のダブルプレッシャー。精神的疲弊による離職連鎖リスクが継続。
FB045	36	社会反応	社会的撤退の拡大	0.43	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退39.9、情報過敏21.6、ケア12.4	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE036	36	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS92.5で静粛維持。新卒厳選継続、中途は安保・クラウド案件を軸に慎重探索。 / 首都圏業務支援株式会社: 消滅固定継続。採用市場信頼がSNS92.5でさらに棄損。再起動経路は構造的に閉鎖。 / 関東広域ロジスティクス株式会社: SNS不安92.5が高止まり継続で採用解凍条件依然遠く、新卒最小枠維持と追加採用封印を継続する。	未来通信システム株式会社: WE044強度0.96で希望経路が見えにくくなる。会社支援でも慢性疲労と選別不安が継続。 / 首都圏業務支援株式会社: 元従業員の若手がSNSで失敗体験を拡散し、BPO・事務代行への就職忌避が同業種全体に波及。 / 関東広域ロジスティクス株式会社: 雇用不安増幅(WE044)と制度失望(WE046)で物流就職回避が継続し採用困難が長期化する。 現役側には 未来通信システム株式会社: 財政制約で制度支援が遅れ、再学習圧力と慢性負荷が高止まり。職務転換への不安も増加。 / 首都圏業務支援株式会社: 同業中堅層がO07事例を参照し早期退職・業種転換を前倒し判断するリスクが高まる。 / 関東広域ロジスティクス株式会社: WE045の慢性負荷でドライバー等現場職の疲弊感が蓄積し、静かな離職リスクが微上昇する。
WE043	36	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ36: SNS不安増幅が92.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.2。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE044	36	世界イベント	AI雇用不安増幅の高止まり	0.96	全体	希望経路↓ 自己効力感↓ 慢性負荷↑	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ36: SNS不安増幅が92.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.2。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 新しい事件というより、高い不安が続いて疲労感を生む。
WE045	36	世界イベント	地政学SNS不安拡散の高止まり	0.99	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ36: SNS不安増幅が92.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.2。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE046	36	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ36: SNS不安増幅が92.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.2。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB046	37	社会反応	社会的撤退の拡大	0.50	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退43.9、ケア15.3、生活防衛9.8	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
OE037	37	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS87.1で静粛維持。新卒厳選継続、中途は安保・クラウドで微拡大探索。 / 北関東精密加工株式会社: 採用凍結継続。防衛受注確定を条件に「ロボ監視・多能工」枠の限定再開準備を静かに進める。 / 桐野市産業雇用課: 採用奨励金をさらに縮小しながらSNS不安対応のデジタル地域PRへ移行。財政圧力下で量より質の選択が迫られる	未来通信システム株式会社: AI選別不安継続も心理支援定着で離職率微低下の可能性。 / 北関東精密加工株式会社: 「ロボ・AI監視職」再定義が浸透すれば若手の将来不安がやや緩和されるが、慢性疲弊は残る。 / 桐野市産業雇用課: SNS不安87.1下で地域定着意欲がさらに低下。地方離れ加速リスクが高まる 現役側には 未来通信システム株式会社: 労働不確実85.9で再学習圧力継続。安保・クラウド転換組は一定安定感維持。 / 北関東精密加工株式会社: 防衛受注転換が進めば中堅層に新たな習熟機会が生まれるが、短期的には負荷増大となる。 / 桐野市産業雇用課: 労働市場不確実性85.9下で中小企業雇用の不安定化が進み、地元働き手の将来不安が蓄積する
FB047	38	社会反応	社会的撤退の拡大	0.26	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退30.7、情報過敏25.3、ケア15.7	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB048	38	社会反応	情報過敏の拡大	0.26	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	撤退30.7、情報過敏25.3、ケア15.7	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE038	38	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: SNS89.1で採用発信を最小化。新卒厳選・中途安保クラウド拡大を静粛継続。 / 桐野市産業雇用課: 奨励金はほぼ廃止水準へ縮小。SNS不安89.1下で地域定着PRをデジタルに一本化し量より信頼回復を優先 / 北関東精密加工株式会社: 採用凍結を継続。防衛受注確定まで「ロボ監視・多能工」枠の限定再開準備は保留維持。	未来通信システム株式会社: AI研修定着で一部安堵も、SNS89.1環境で選別不安がさらに増幅。 / 桐野市産業雇用課: SNS不安増幅で地域外移住志向と情報過多による判断停止が同時進行し地域定着がさらに困難化 / 北関東精密加工株式会社: 採用凍結継続とSNS不安で閉塞感増大。習熟支援が続くが将来展望の不透明感は拭えない。 現役側には 未来通信システム株式会社: 再学習圧力継続。財政85.0上昇で職務転換ペース加速への懸念増。 / 桐野市産業雇用課: 不安増幅と財政圧力の重なりで雇用安定感が低下。中間層の疲弊と行政への不信が緩やかに深化 / 北関東精密加工株式会社: 多能工化・資格取得対応で負担増。防衛転換加速に伴う工程変化への適応でストレスが高まる。
FB049	39	社会反応	社会的撤退の拡大	0.44	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	撤退40.7、ケア16.0、情報過敏13.7	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
