イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE033	33	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は枠維持で厳選、中途は危機・監査人材を増枠 / 関東広域ロジスティクス株式会社: 新卒は統括/安全少数維持、中途で運行/保全/CS危機対応を補強 / 北関東精密加工株式会社: 新卒最小継続。中途は保全/品質/調達と不安対応の班長補強	未来通信システム株式会社: 選別は強まり不安増、監査・運用スキルの需要が増える / 関東広域ロジスティクス株式会社: 選別不安が増える一方、安全/AI運用職への入口は残る / 北関東精密加工株式会社: 不安説明が増え定着は改善。高度AI職以外は地道な成長機会 現役側には 未来通信システム株式会社: 説明責任対応が増え負荷上昇、再学習と配置転換が進む / 関東広域ロジスティクス株式会社: 再学習とCS負荷が増えるが、配置転換で雇用は保たれやすい / 北関東精密加工株式会社: 職務転換と保全/改善負荷増。SNS不安で対話コストが上昇
FB034	34	社会反応	生活防衛シフト	0.74	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.1、公平感欠損90.3、生活防衛44.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE034	34	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒は最小継続。中途は保全/品質/不安対応班長を優先 / 未来通信システム株式会社: 新卒は枠維持で厳選、中途は信頼・統制人材を増枠 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機対応・監査・官公庁折衝を優先	北関東精密加工株式会社: 不安増で定着懸念。改善PJと見える技能評価で安心を補う / 未来通信システム株式会社: 安心領域(監査・安全)の育成が見え、挑戦枠は狭まる / 首都圏業務支援株式会社: 新卒枠は細り不安。AI監督スキル獲得者は早期に役割拡大 現役側には 北関東精密加工株式会社: 現場の不信増。生成AI誤情報対策と役割明確化で摩擦低減 / 未来通信システム株式会社: 統制・運用負荷が増え、再配置と再学習で摩耗が出やすい / 首都圏業務支援株式会社: 再配置と監査負荷増。現場抵抗は審査手順の明確化で緩和
FB035	35	社会反応	生活防衛シフト	0.61	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.0、公平感欠損89.9、生活防衛37.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE035	35	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は枠維持で厳選、中途は統制・対外信頼を増枠 / 北関東精密加工株式会社: 新卒最小継続。中途は保全/品質/安定稼働と対外説明を優先 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機広報・監査・官公庁折衝を優先	未来通信システム株式会社: 厳選採用で不安増、ただし説明力・監査スキルが武器化 / 北関東精密加工株式会社: 不安増幅下で定着不安が増。発信訓練が心理安全性に寄与 / 首都圏業務支援株式会社: 炎上対応スキル獲得は増えるが、新卒枠は狭まり不安が残る 現役側には 未来通信システム株式会社: 再配置と統制業務が増え負荷上昇、再学習とケア需要が拡大 / 北関東精密加工株式会社: 現役は説明/品質責任が増。AIで事務負担減も監査負荷増 / 首都圏業務支援株式会社: 監査・危機対応へ職務転換圧力。外注比率上昇で不安定化
FB036	36	社会反応	社会的撤退の拡大	0.30	全体	希望経路↓ 雇用不確実性↑	若者・現役行動フィードバック	日本国内	政策疲労98.2、公平感欠損90.4、生活防衛36.8	撤退・回避が増え、学習や就労移行の経路が細く見えやすい。
FB037	36	社会反応	生活防衛シフト	0.59	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.2、公平感欠損90.4、生活防衛36.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE036	36	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒枠は維持し厳選、中途は監査・統制人材を増枠 / 北関東精密加工株式会社: 新卒最小継続。中途は保全/品質/顧客対応を優先し採用厳選 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機対応BPOの設計・監査・官公庁折衝を優先	未来通信システム株式会社: 採用厳選で不安増、説明力重視で安心と選別が同居 / 北関東精密加工株式会社: 採用は絞られるが、技能可視化で成長筋が見え安心が増える / 首都圏業務支援株式会社: 新卒枠は細りつつ、危機対応BPOの実務スキル獲得機会は増える 現役側には 未来通信システム株式会社: 省計算運用と監査対応の負荷増、再配置で職務不安が残る / 北関東精密加工株式会社: 不安環境で負荷増。監査/説明業務も増え現場の疲労が蓄積 / 首都圏業務支援株式会社: 監査・折衝・現場統制へ職務転換圧力。精神負荷対策が重要になる
WE039	36	世界イベント	地政学SNS不安拡散の高止まり	0.90	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ36: SNS不安増幅が89.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は14.6。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE040	36	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ36: SNS不安増幅が89.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は14.6。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB038	37	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労98.0、公平感欠損89.7、生活防衛40.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE037	37	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒枠は維持し厳選、中途はリスク・監査を増枠 / 北関東精密加工株式会社: 新卒は最小継続。中途は保全/品質/営業技術を優先し厳選 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機広報/監査/官公庁折衝に集中	未来通信システム株式会社: 選別不安が増す一方、統制・説明型の若手需要は増える / 北関東精密加工株式会社: 不安は増えるが、配属透明化で定着は下げ止まり / 首都圏業務支援株式会社: 新卒枠縮小で競争増。AI運用・危機対応スキルが評価軸に 現役側には 未来通信システム株式会社: 再配置と再学習圧が上がり、精神負荷と統制業務が増える / 北関東精密加工株式会社: 現場は負荷増。AI監査/保全内製で役割再編が進む / 首都圏業務支援株式会社: 台本/審査/折衝へ転換圧力。非正規は調整弁で不安定化
