イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文	planner_action	delivery_channel	budget_cost_0to1	implementation_lag_steps	duration_steps	expected_effect	side_effect_watchpoints	adjustment_reason
PL036_01	37	政策探索	自動仮適用のガードレール先行（不正誤認対策＋後追い反証の型）	0.62	境界層/対象外反発層/窓口職員/注意層（SNS不安増幅）	取りこぼし↓ 公平感↑ 制度信頼↑ 不正・水増し認知↓ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が最大で、SNS不安×手続き負荷が政策疲労と対象外反発を増幅。増やすより「直す順序」と簡素化が急務。	もらえるか分からず手続きが怖いし、ズルい人が得してる話ばかり流れてくる。	sequence	自治体	0.18	1	10	取りこぼし↓ 公平感↑ 制度信頼↑ 不正・水増し認知↓ 政策疲労↓	先行救済の不公平感、不正・水増し認知の逆噴射、現場ボトルネック固定、監視強化に見える誤読	副作用圧100%の局面で、PL034_02の利点（待ち時間/取りこぼし減）を維持しつつ、炎上起点になりやすい“不正誤認”と“先行救済不公平感”を先に潰して政策疲労を下げるため。
PL036_02	37	政策探索	救済ワンストップの二層化（3分即時/詳細後追い）＋窓口負荷キャップ再設計	0.70	注意層（手続き疲れ）/境界層/デジタル弱者/窓口職員/申立て利用者	政策疲労↓ 副作用圧↓ 待ち時間↓ 取りこぼし↓ 公平感↑ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が最大で、SNS不安×手続き負荷が政策疲労と対象外反発を増幅。増やすより「直す順序」と簡素化が急務。	申請は簡単って言うのに結局やり直しで、時間だけ取られて生活が守れない感じがする。	simplify	相談窓口	0.46	1	12	政策疲労↓ 副作用圧↓ 待ち時間↓ 取りこぼし↓ 公平感↑ 制度信頼↑	先行救済への不公平感、不正・水増し認知、窓口ボトルネック再発、情報の切り取り炎上	既に導入済みのワンフォーム/負荷キャップを“入口の短縮”だけで終わらせず、即時救済と後追い精査を分離して現場詰まりを減らし、SNS不安（90.3）下での政策疲労（74.4）を最短で落とすため。
PL037_01	38	政策探索	救済・申立の二層導線を先行（3分即時→詳細後追い）	0.62	注意層（手続き疲れ）／境界層／デジタル弱者／窓口職員	政策疲労↓ 副作用圧↓ 待ち時間↓ 取りこぼし↓ 公平感↑ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が最大化し、公平感欠損と政策疲労がSNS不安で増幅。追加より順序と説明の再設計が急務。	制度が複雑で、困った時にどこへ何を出せばいいか分からず不安が増える。	sequence	相談窓口	0.46	1	8	政策疲労↓ 副作用圧↓ 待ち時間↓ 取りこぼし↓ 公平感↑ 制度信頼↑	先行救済への不公平感、不正・水増し認知、窓口ボトルネック再発、情報の切り取り炎上	副作用圧100.0で“直す体験”が不足。最短導線を先に出し、詳細は後追いで現場負荷と不安増幅を同時に下げる。
PL037_02	38	政策探索	非強制・副作用先出しの3点説明を統一配信（週次1通＋月次要点）	0.52	注意層（SNS不安増幅）／対象外反発層／境界層／デジタル弱者	不安増幅↓ 情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が最大化し、公平感欠損と政策疲労がSNS不安で増幅。追加より順序と説明の再設計が急務。	結局強制なのか、対象外なのかが曖昧で、SNSの情報だけが増えて疲れる。	explain	スマホ通知	0.14	1	8	不安増幅↓ 情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑	切り取り炎上、監視/強制の誤読、重要連絡の見落とし	SNS不安増幅88.7の局面では、改善の中身より“非強制・できない時・直し方”が伝わらないことが副作用化するため、説明を先に整流化する。
PL038_01	39	政策探索	二層救済の不公平・不正誤認ガード（公開ルール＋後追い反証標準化）	0.62	境界層／対象外反発層／窓口職員／注意層（SNS不安増幅）	不正・水増し認知↓ 公平感↑ 制度信頼↑ 政策疲労↓ 取りこぼし↓	LLM政策探索/構造持続あり	日本	副作用圧が極限で不正認知と先行救済不公平が再燃。説明と監査の先行が要る	結局は声の大きい人だけ得して、後から疑われる社会に見える	amend	スマホ通知	0.28	1	8	不正・水増し認知↓ 公平感↑ 制度信頼↑ 政策疲労↓ 取りこぼし↓	先行救済への不公平感、監視強化に見える誤読、切り取り炎上、窓口ボトルネック固定	救済導線を先行した直後は『ズルい/監視だ』のSNS増幅が最大化するため、先にルールと反証の型を固定し炎上余地を減らす
PL038_02	39	政策探索	対象外反発の緩衝：参加不能・未達層の代替経路（非強制・短冊提示）	0.52	参加困難者（病気・障害・重いケア）／単身・非正規の生活防衛弱い層／対象外反発層	対象外感↓ 二極化↓ 生活防衛↑ 公平感↑ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が極限で不正認知と先行救済不公平が再燃。説明と監査の先行が要る	頑張れない事情があると切り捨てられる空気が強まっている	compensate	自治体	0.24	1	10	対象外感↓ 二極化↓ 生活防衛↑ 公平感↑ 制度信頼↑ 政策疲労↓	免除線引き不満、不正認知の逆噴射、制度の複雑化、現場負荷の偏り	nat報酬や救済の拡大局面は『参加できない人の扱い』が不満の核になるため、強制でなく代替経路を明文化して反発の燃料を減らす
PL039_01	40	政策探索	副作用・不正誤認の公開監査（週次）＋異議申立の見える化	0.58	注意層（SNS不安増幅）/対象外反発層/境界層/窓口職員	制度信頼↑ 公平感↑ 不安増幅↓ 政策疲労↓ 不正・水増し認知↓	LLM政策探索/構造持続あり	日本	副作用圧が天井で、公平感欠損とSNS不安が手続き疲れを増幅し政策疲労が固定化。	ルールが毎回変わってる気がして、結局だれが得してるのか分からない。	explain	スマホ通知	0.18	1	8	制度信頼↑ 公平感↑ 不安増幅↓ 政策疲労↓ 不正・水増し認知↓	切り取り炎上、監視強化に見える誤読、重要連絡の見落とし、政策疲労	副作用圧100.0の局面では、追加より『直している証拠』を短周期で提示し不安増幅を止める必要があるため。
PL039_02	40	政策探索	参加不能・未達の自動免除＋代替経路を1枚化（短冊→1本道）	0.54	参加困難者（病気・障害・重いケア）/単身・非正規の生活防衛弱い層/対象外反発層	対象外感↓ 二極化↓ 生活防衛↑ 公平感↑ 政策疲労↓ 現場負荷↓	LLM政策探索/構造持続あり	日本	副作用圧が天井で、公平感欠損とSNS不安が手続き疲れを増幅し政策疲労が固定化。	参加できない理由を毎回説明させられるのが一番しんどい。	simplify	自治体	0.29	1	8	対象外感↓ 二極化↓ 生活防衛↑ 公平感↑ 政策疲労↓ 現場負荷↓	免除線引き不満、不正認知の逆噴射、制度の複雑化、現場負荷の偏り	代替経路が増えるほど『結局どれ？』が再燃し政策疲労が悪化するため、免除・代替を自動化し導線を一本化して副作用を減らす。
PL040_01	41	政策探索	救済・申立・免除の導線を1本道に統合（入口共通/後追い精査）	0.62	注意層（手続き疲れ）/境界層/参加困難者/窓口職員/対象外反発層	政策疲労↓ 情報過多↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 二極化↓	LLM政策探索/構造持続あり	日本	副作用圧が上限で、説明・救済の増設がSNS不安と政策疲労を増幅し二極化が固定化。	制度が増えるほど手続きと不公平の疑いが増えて、結局自分は対象外だと感じる。	sequence	自治体	0.33	1	10	政策疲労↓ 情報過多↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 二極化↓	先行救済への不公平感、不正・水増し認知、窓口ボトルネック固定	施策追加より『入口の数』が疲労を生み、危険/注意層を拡大。既存の二層救済と免除経路を一本化し、判断は後追いで精査して摩擦を下げる。
PL040_02	41	政策探索	公開監査の『不安を減らす型』へ改修（週次→要点月次＋異議申立テンプレ）	0.48	注意層（SNS不安増幅）/対象外反発層/境界層/デジタル弱者	不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧が上限で、説明・救済の増設がSNS不安と政策疲労を増幅し二極化が固定化。	ニュースやSNSで制度が監視っぽく見えて怖くなり、説明が多いほど信用できなくなる。	amend	スマホ通知	0.19	1	8	不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 公平感↑	切り取り炎上、監視強化の誤読、重要連絡の見落とし	副作用圧が最大の局面で『週次の大量公開』は安心より燃料になりやすい。頻度を落として要点化し、異議申立の書式と反証の道筋を固定して不信の増幅を止める。
PL041_01	42	政策探索	1本道統合の現場ボトルネック遮断（負荷キャップ＋非デジタル導線）	0.60	注意層（手続き疲れ）/境界層/デジタル弱者/窓口職員/参加困難者	政策疲労↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 不安増幅↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労74.9が臨界。SNS不安増幅下で手続き・説明の多さが二極化を加速。	申請のたびにルールが変わって見えて、結局どこに行けばいいか分からない。	amend	自治体	0.28	1	10	政策疲労↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 不安増幅↓	先行救済への不公平感、窓口ボトルネック固定、監視強化に見える誤読	入口統合（PL040_01）が進むほど窓口が詰まると副作用圧が再燃するため、負荷上限と非デジタル代替を先に固定して疲労の再発を止める。
PL041_02	42	政策探索	非強制・副作用先出しの説明を1枚化（要点月次＋異議申立テンプレ即到達）	0.50	注意層（SNS不安増幅）/対象外反発層/境界層/デジタル弱者	不安増幅↓ 情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労74.9が臨界。SNS不安増幅下で手続き・説明の多さが二極化を加速。	毎週新しい情報が流れてきて、どれが自分に関係ある話か判断できない。	explain	スマホ通知	0.19	1	8	不安増幅↓ 情報過多↓ 政策疲労↓ 対象外反発↓ 制度信頼↑ 公平感↑	切り取り炎上、重要連絡の見落とし、監視/強制の誤読	公開監査や説明が増えるほど情報過多が再燃しやすい局面なので、頻度を落として到達経路（異議申立）だけは最短化し、“読めば安心”の型に寄せる。
PL042_01	43	政策探索	異議申立の即到達化＋進捗自動通知（1本道の鎮静版）	0.62	注意層（SNS不安増幅）/境界層/対象外反発層/デジタル弱者/窓口職員	制度信頼↑ 公平感↑ 不安増幅↓ 政策疲労↓ 不正誤認↓	LLM政策探索/構造持続あり	日本	副作用圧が極大で、説明過多と不公平疑念がSNS不安を増幅し政策疲労を固定化。	制度の中身より、いつ自分が対象外にされるか分からない怖さが拡散している。	amend	スマホ通知	0.28	1	8	制度信頼↑ 公平感↑ 不安増幅↓ 政策疲労↓ 不正誤認↓	監視強化に見える誤読、通知過多による政策疲労、切り取り炎上、窓口ボトルネック再発	副作用圧100.0の局面では『救済の有無』より『異議のしやすさと見通し』が炎上・離反を左右するため、説明を増やさず手続き体験を短くして不安を鎮める。
PL042_02	43	政策探索	対象条件の明確化＋参加不能の自動免除を前面化（不公平疑念の遮断）	0.55	対象外反発層/参加困難者（病気・障害・重いケア）/単身・非正規の生活防衛弱い層/境界層	対象外感↓ 二極化↓ 公平感↑ 制度信頼↑ 政策疲労↓ 生活防衛↑	LLM政策探索/構造持続あり	日本	副作用圧が極大で、説明過多と不公平疑念がSNS不安を増幅し政策疲労を固定化。	頑張れない事情がある人が切り捨てられる構図に見えると、将来の選択が怖くなる。	simplify	自治体	0.22	1	10	対象外感↓ 二極化↓ 公平感↑ 制度信頼↑ 政策疲労↓ 生活防衛↑	線引き不満の増幅、不正認知の逆噴射、現場負荷の偏り、制度の複雑化再発	財政圧87.3で拡大は禁物なため、既存導線のまま『線引きの説明』ではなく『線引きそのものの見える化・自動化』で不公平疑念を減らし、悪化している層（対象外反発/参加困難）を先に救う。
PL043_01	44	政策探索	通知キャップ＋要点合本（進捗通知の間引き）	0.52	注意層（SNS不安増幅）／境界層／デジタル弱者／窓口職員	政策疲労↓ 不安増幅↓ 情報過多↓ 制度信頼↑ 取りこぼし↓	LLM政策探索/構造持続あり	日本	副作用圧が極限で、SNS不安と手続き複雑さが政策疲労と対象外反発を増幅。	通知が増えるほど監視されている気がして、制度の話題自体を避けたくなる。	amend	スマホ通知	0.23	1	8	政策疲労↓ 不安増幅↓ 情報過多↓ 制度信頼↑ 取りこぼし↓	重要連絡の見落とし、切り取り炎上、政策疲労	即到達化が『通知過多』に転じると逆効果のため、頻度と粒度を先に制御して副作用圧を下げる。
PL043_02	44	政策探索	対象条件の一本表＋自動免除の前面化（窓口同一運用）	0.58	対象外反発層／参加困難者（病気・障害・重いケア）／単身・非正規の生活防衛弱い層／境界層	対象外感↓ 二極化↓ 公平感↑ 制度信頼↑ 政策疲労↓ 生活防衛↑	LLM政策探索/構造持続あり	日本	副作用圧が極限で、SNS不安と手続き複雑さが政策疲労と対象外反発を増幅。	自分が対象かどうか毎回わからず、申請する前に諦める人が周りに増えている。	simplify	自治体	0.24	1	8	対象外感↓ 二極化↓ 公平感↑ 制度信頼↑ 政策疲労↓ 生活防衛↑	線引き不満の増幅、不正認知の逆噴射、現場負荷の偏り	副作用圧100の主因が『線引き不透明＋例外運用のバラつき』になりやすい局面なので、条件と免除を先に固定して反発と疲労を同時に抑える。
PL044_01	45	政策探索	重要連絡フェイルセーフ＋通知キャップ再設計	0.58	注意層（SNS不安増幅）／境界層／デジタル弱者／窓口職員	政策疲労↓ 情報過多↓ 不安増幅↓ 取りこぼし↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労74.7が主因。SNS不安増幅下で線引き疑念と通知過多が不信を再生産。	情報が多すぎて何が重要か分からず、手続きで失敗するのが怖い。	amend	スマホ通知/相談窓口/自治体	0.23	1	10	政策疲労↓ 情報過多↓ 不安増幅↓ 取りこぼし↓ 制度信頼↑	重要連絡の見落とし、通知の不公平感（届く/届かない）、窓口負荷の偏り、切り取り炎上	通知間引き（PL043_01）は有効だが、見落とし不安が残るとSNSで逆増幅するため、重要連絡だけは二重化・到達確認の最小限を付けて『減らしても安心』に変える。
PL044_02	45	政策探索	対象条件一本表の先出し＋異議申立の即到達を最優先導線化	0.62	対象外反発層／参加困難者（病気・障害・重いケア）／単身・非正規の生活防衛弱い層／境界層	対象外感↓ 二極化↓ 公平感↑ 制度信頼↑ 政策疲労↓ 生活防衛↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労74.7が主因。SNS不安増幅下で線引き疑念と通知過多が不信を再生産。	結局どれが自分に当てはまるのか曖昧で、最初から除外された気がして怒りが溜まる。	sequence	自治体/相談窓口/地域	0.26	1	12	対象外感↓ 二極化↓ 公平感↑ 制度信頼↑ 政策疲労↓ 生活防衛↑	線引き不満の増幅、不正認知の逆噴射、現場運用のばらつき、制度の複雑化再発	財政圧が高く追加給付が難しい局面では、まず『自分は対象か/救済経路があるか』の不安を最短で解く順序が副作用抑制に効く。PL043_02（一本表）と申立（PL042系）を入口で直結し、対象外反発と境界層の炎上燃料を減らす。
PL045_01	45	政策探索	通知・更新の一時停止＋合本化（例外は重要連絡のみ）	0.65	注意層（SNS不安増幅）／境界層／デジタル弱者／窓口職員	政策疲労↓ 情報過多↓ 不安増幅↓ 取りこぼし↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労高止まり。通知・線引き不信がSNS不安を増幅し、注意層が広い。	通知が多すぎて何が大事か分からず、制度が怖くて近づけない。	pause	スマホ通知/相談窓口/自治体	0.20	0	6	政策疲労↓ 情報過多↓ 不安増幅↓ 取りこぼし↓ 制度信頼↑	重要連絡の見落とし、届く/届かない不公平感、更新停止の誤解（隠蔽疑念）	追加施策が効く前に通知疲れと切り取り炎上が先に悪化しているため、入口を増やさず総量を下げて鎮静する。
PL045_02	46	政策探索	社会維持ポイント（nat）: ケア・見守り・地域保全の小規模報酬化	0.55	生活防衛が弱い単身・非正規／軽中度ケア担い手／孤立リスク層（参加可能者）	生活防衛↑ 希望不足↓ 役割可視化↑ 制度信頼↑ 二極化↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労高止まり。通知・線引き不信がSNS不安を増幅し、注意層が広い。	仕事も将来も不安だが、地域で役に立つことが評価されるなら続けられる気がする。	add	自治体/地域/企業	0.48	1	8	生活防衛↑ 希望不足↓ 役割可視化↑ 制度信頼↑ 二極化↓	参加不能者の対象外感、不正・水増し認知、財政不安の増幅、政策疲労（申請増）	給付追加ではなく役割と地域維持を再設計し、雇用不安下でも“社会に必要とされる経路”を作って注意層の不安を下支えする。
PL046_01	47	政策探索	異議申立最優先＋対象条件一本表の先出し	0.62	対象外反発層／境界層／参加困難者（病気・障害・重いケア）／単身・非正規	公平感↑ 制度信頼↑ 二極化↓ 政策疲労↓ 対象外反発↓	LLM政策探索/構造持続あり	日本	副作用圧91.3と政策疲労61.3が臨界。追加よりも導線・説明・対象条件の再整流が先。	制度が怖いし自分は対象外かも、まず不利にならない逃げ道が欲しい。	sequence	自治体	0.26	1	8	公平感↑ 制度信頼↑ 二極化↓ 政策疲労↓ 対象外反発↓	線引き不満の増幅、不正認知の逆噴射、現場運用のばらつき、制度の複雑化再発	危険・注意が6割超で副作用圧が突出。新規報酬の拡大前に、対象外感と不信の入口（線引き・救済）を先に鎮静する必要があるため。
PL046_02	47	政策探索	通知・更新の一時停止＋重要連絡のみフェイルセーフ	0.55	注意層（SNS不安増幅）／境界層／デジタル弱者／窓口職員	政策疲労↓ 情報過多↓ 不安増幅↓ 取りこぼし↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧91.3と政策疲労61.3が臨界。追加よりも導線・説明・対象条件の再整流が先。	通知が多すぎて全部怖くなる、重要なことだけ確実に届く形にしてほしい。	pause	スマホ通知	0.20	1	6	政策疲労↓ 情報過多↓ 不安増幅↓ 取りこぼし↓ 制度信頼↑	隠蔽疑念（更新停止の誤解）、届く/届かない不公平感、重要連絡の見落とし、切り取り炎上	SNS不安増幅92.4の局面では、更新頻度そのものが副作用になる。情報量を絞り、異議申立・救済の『到達性』を上げる準備期間を作るため。
PL047_01	48	政策探索	社会維持ポイント(nat)の参加不能代替＋不正疑念鎮静版	0.62	参加可能者/参加困難者（病気・障害・重いケア）/対象外反発層/単身・非正規	生活防衛↑ 公平感↑ 制度信頼↑ 二極化↓ 不正誤認↓ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用認知が飽和しSNS不安が増幅、通知過多と線引き不満で政策疲労が固定化。	頑張っても制度に裁かれる感じがして、参加するほど損しそうに見える。	amend	自治体	0.32	1	8	生活防衛↑ 公平感↑ 制度信頼↑ 二極化↓ 不正誤認↓ 政策疲労↓	対象外感、不正・水増し認知、現場負荷の偏り、財政不安の増幅	副作用圧100で新規拡大は逆効果。既存natを『参加不能でも不利にならない設計』へ寄せ、線引き炎上と不正疑念を先に潰す。
PL047_02	48	政策探索	副作用監査＋異議申立＋非強制の1枚説明（重要導線固定）	0.58	注意層（SNS不安増幅）/対象外反発層/境界層/デジタル弱者	不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	副作用認知が飽和しSNS不安が増幅、通知過多と線引き不満で政策疲労が固定化。	何が正解か分からず怖いので、まず反論できる道とリスクが一目で欲しい。	explain	相談窓口	0.18	1	8	不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 公平感↑	切り取り炎上、重要連絡の見落とし、監視/強制の誤読、通知疲れの再燃	SNS不安が高い局面では『異議申立の即到達』と『副作用の先出し』を最短導線に固定し、隠蔽疑念と強制感を同時に下げる。
PL048_01	49	政策探索	副作用監査・異議申立・非強制の1枚説明（重要導線固定）	0.62	注意層（SNS不安増幅）/対象外反発層/境界層/デジタル弱者	不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧が極端に高く、不安増幅と政策疲労が悪化。まず誤読と対象外感を鎮める。	制度が何をしていて自分は何をすればいいのかが曖昧で、SNSの不安だけが増えている。	explain	自治体	0.18	1	8	不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 公平感↑	切り取り炎上、監視/強制の誤読、通知疲れの再燃、重要連絡の見落とし	副作用圧95.9で疑念が最優先ボトルネック。増やすより先に導線と非強制・監査を固定し、誤読と疲労を止める。
PL048_02	50	政策探索	社会維持ポイント(nat)の参加不能代替＋不正疑念鎮静	0.58	参加可能者/参加困難者（病気・障害・重いケア）/対象外反発層/単身・非正規	生活防衛↑ 公平感↑ 制度信頼↑ 二極化↓ 不正誤認↓ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が極端に高く、不安増幅と政策疲労が悪化。まず誤読と対象外感を鎮める。	頑張れる人だけ得をして、動けない人は責められる空気が強まっていると感じる。	amend	自治体	0.32	2	8	生活防衛↑ 公平感↑ 制度信頼↑ 二極化↓ 不正誤認↓ 政策疲労↓	対象外感、不正・水増し認知、現場負荷の偏り、財政不安の増幅	参加不能者の対象外感が二極化と不信を増幅する局面。代替導線を明確化し、不正疑念を先回り鎮静して制度疲労を抑える。
PL049_01	50	政策探索	通知・更新の一時停止＋重要連絡フェイルセーフ	0.60	注意層（SNS不安増幅）／境界層／デジタル弱者／窓口職員	政策疲労↓ 情報過多↓ 不安増幅↓ 取りこぼし↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労62が支配的。SNS不安下で対象外疑念が再燃しやすい。	制度の話が次々来て不安だけ増え、何が本当に必要か分からない。	pause	スマホ通知	0.20	1	6	政策疲労↓ 情報過多↓ 不安増幅↓ 取りこぼし↓ 制度信頼↑	隠蔽疑念（更新停止の誤解）、届く/届かない不公平感、重要連絡の見落とし、切り取り炎上	副作用圧が臨界で、まず入力（通知）を絞らないと説明も救済も届かないため。
PL049_02	50	政策探索	対象条件一本表の先出し＋異議申立の最短導線固定	0.55	対象外反発層／境界層／参加困難者（病気・障害・重いケア）／単身・非正規	公平感↑ 制度信頼↑ 二極化↓ 対象外反発↓ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労62が支配的。SNS不安下で対象外疑念が再燃しやすい。	当てはまるのか外れるのかが不透明で、外れた時にどう訴えればいいか分からない。	sequence	自治体	0.26	1	8	公平感↑ 制度信頼↑ 二極化↓ 対象外反発↓ 政策疲労↓	線引き不満の増幅、不正認知の逆噴射、現場運用のばらつき、制度の複雑化再発	対象外感と不正疑念がSNSで増幅しやすい局面のため、先に“説明より救済”の到達性を確保する。
PL050_01	52	政策探索	自動適用・代理申請の標準化＋運用差の是正監査	0.62	境界層／参加困難者（病気・障害・重いケア）／単身・非正規／窓口職員	政策疲労↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 二極化↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労60.7が臨界。増設より簡素化と誤解防止で分断を抑える。	制度はあるのに手続きが複雑で、知っている人だけ得している感じがする。	simplify	自治体	0.22	2	10	政策疲労↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 二極化↓	自治体間の運用抵抗、不正認知の逆噴射、窓口負荷の一時集中、『監視強化』の誤読	対象条件一本表と異議申立導線が機能しても、申請・証明・運用差が残ると疲労と不公平が再燃するため。
PL050_02	51	政策探索	通知停止の誤解遮断：重要連絡の定義固定＋1枚図解＋短尺反証FAQ	0.55	注意層（SNS不安増幅）／対象外反発層／デジタル弱者／境界層	不安増幅↓ 情報過多↓ 政策疲労↓ 隠蔽疑念↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労60.7が臨界。増設より簡素化と誤解防止で分断を抑える。	SNSで不安が拡散して何が本当か分からず、結局どう動けばいいか迷う。	explain	スマホ通知	0.16	1	6	不安増幅↓ 情報過多↓ 政策疲労↓ 隠蔽疑念↓ 制度信頼↑	切り取り炎上、『重要』の線引き不満、説明自体が通知疲れを再燃、届く/届かない不公平感	通知・更新停止は疲労を下げる一方で『隠蔽』『改悪』の誤解がSNSで増幅しやすく、副作用圧100の主因になり得るため先に封じる。
PL051_01	52	政策探索	生活防衛ワンストップ（申請最小・自動判定）	0.62	境界層／単身・非正規／デジタル弱者／窓口職員	政策疲労↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 生活防衛↑	LLM政策探索/構造持続あり	日本	副作用不満が臨界(100)で政策疲労も高い。増やすより簡素化と監査で信頼回復が先。	制度が増えて追えず、申請や更新の不安で生活の見通しが立たない。	simplify	自治体	0.28	1	10	政策疲労↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 生活防衛↑	データ連携への不信、自動判定の誤判定、届く/届かない不公平感、現場運用のばらつき	通知停止や説明強化だけでは副作用圧(100)が下がらないため、手続き負担そのものを減らして炎上燃料（申請・線引き・更新）を削る。
PL051_02	52	政策探索	nat報酬の『参加不能』認定を先出し＋自動付与（異議申立一体）	0.58	参加困難者（病気・障害・重いケア）／対象外反発層／境界層	対象外反発↓ 二極化↓ 公平感↑ 制度信頼↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用不満が臨界(100)で政策疲労も高い。増やすより簡素化と監査で信頼回復が先。	頑張れる人だけ得をする仕組みに見え、体調や家の事情があると置いていかれる感じが強い。	amend	相談窓口	0.24	1	8	対象外反発↓ 二極化↓ 公平感↑ 制度信頼↑ 政策疲労↓	不正認知の逆噴射、認定基準への不満、現場負荷の偏り、財政不安の増幅	社会維持ポイントは役割再設計に効く一方、参加不能者の相対的不利が最大の副作用になりやすい。順序を『認定・異議申立→付与』に固定して公平感欠損(43.2)を先に削る。
PL052_01	53	政策探索	生活防衛・nat参加不能・異議申立の一体導線化	0.62	境界層／参加困難者（病気・障害・重いケア）／単身・非正規／デジタル弱者／窓口職員	政策疲労↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 二極化↓ 生活防衛↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労が高止まり。新規追加より、既存施策の束ね直しと監査・異議申立の可視化で不信と二極化を止血。	制度が多すぎて自分が対象か分からず、申請して損する不安が先に立つ。	sequence	自治体	0.24	1	10	政策疲労↓ 取りこぼし↓ 公平感↑ 制度信頼↑ 二極化↓ 生活防衛↑	届く/届かない不公平感、自動判定の誤判定、現場運用のばらつき、データ連携への不信	施策が並走して理解負荷が増え、SNS不安増幅下で切り取りが起きやすい。申請・認定・異議申立を同一入口に束ね、説明より先に“迷子にならない行動導線”を固定する。
PL052_02	53	政策探索	副作用監査の週次公開＋是正チケット（異議申立直結）	0.58	注意層（SNS不安増幅）／対象外反発層／境界層／窓口職員	副作用圧↓ 不安増幅↓ 隠蔽疑念↓ 制度信頼↑ 公平感↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労が高止まり。新規追加より、既存施策の束ね直しと監査・異議申立の可視化で不信と二極化を止血。	どうせ見えないところで決めてると思ってしまい、炎上情報の方が信じやすい。	amend	スマホ通知	0.18	1	8	副作用圧↓ 不安増幅↓ 隠蔽疑念↓ 制度信頼↑ 公平感↑ 政策疲労↓	監視強化の誤読、数字の切り取り炎上、通知疲れの再燃、不正認知の逆噴射	副作用圧が最大で、説明だけでは納得が回復しにくい局面。監査結果と是正状況を“短く・定点で・同じ場所”に出し、異議申立から是正までを可視化して疑念の燃料を減らす。
PL053_01	54	政策探索	副作用監査の隔週要点化＋是正チケット優先（通知は原則しない）	0.62	注意層（SNS不安増幅）／対象外反発層／境界層／窓口職員	副作用圧↓ 不安増幅↓ 隠蔽疑念↓ 制度信頼↑ 公平感↑ 政策疲労↓	LLM政策探索/構造持続あり	日本	副作用圧が最大化し、SNS不安と通知疲れが政策疲労を増幅。導線は維持しつつ情報量を減らす局面。	制度の不備は直してほしいが、毎週の炎上と通知で心が削られる。	amend	自治体	0.16	1	8	副作用圧↓ 不安増幅↓ 隠蔽疑念↓ 制度信頼↑ 公平感↑ 政策疲労↓	数字の切り取り炎上、監視強化の誤読、是正遅延への不満、対象外感	副作用公開は必要だが、週次拡散は不安と通知疲れを増やすため、頻度と表現を絞って是正に直結させる。
