イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
FB046	38	社会反応	生活防衛シフト	0.46	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.9、公平感欠損66.0、生活防衛29.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE038	38	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保/省電力/説明人材を増枠 / 北関東精密加工株式会社: 新卒は最小枠維持。中途は保全/品質/AI推進に限定 / 関東広域ロジスティクス株式会社: 新卒は保守・運用系を維持。中途増、外注は慎重調整	未来通信システム株式会社: 説明力とAI実務が評価軸化し、適応格差の不安が増す / 北関東精密加工株式会社: 将来不安は増すが、説明増で離職を抑制しやすい / 関東広域ロジスティクス株式会社: 採用は絞り不安増。だが訓練可視化で定着は改善 現役側には 未来通信システム株式会社: 危機広報・安保対応が増え、再学習と負荷分散が必須に / 北関東精密加工株式会社: 現場はAI/ロボ補助で負荷減。ただし不安と抵抗は増える / 関東広域ロジスティクス株式会社: 配置転換と再学習圧力増。現場は負荷増も安全性は向上
PL037_01	38	政策探索	通知・更新の上限制（オプトイン差分配信＋重要度3段階）	0.50	注意層全体（通知疲れ・SNS不安増幅）＋勤労中間層	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	SNS不安と副作用が最大化し、施策増で政策疲労と公平感欠損が固定化。	何が本当に大事か分からず、通知が増えるほど不安と諦めが強まっている。
WE041	38	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	ロシア	ステップ38: SNS不安増幅が89.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.2。	ロシアの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB047	39	社会反応	生活防衛シフト	0.33	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.1、公平感欠損68.0、情報過敏28.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB047	39	社会反応	生活防衛シフト	0.33	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労72.1、公平感欠損68.0、情報過敏28.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB048	39	社会反応	情報過敏の拡大	0.31	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労72.1、公平感欠損68.0、情報過敏28.1	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
FB048	39	社会反応	情報過敏の拡大	0.31	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労72.1、公平感欠損68.0、情報過敏28.1	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE039	39	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保/説明/省電力を増枠 / 北関東精密加工株式会社: 新卒は最小枠維持。中途は保全/品質/自動化に絞る / 関東広域ロジスティクス株式会社: 新卒は現場運用・保守に限定維持。中途を増やす	未来通信システム株式会社: 透明性重視で安心感は増すが採用競争は強まる / 北関東精密加工株式会社: 採用枠は細るが、説明増で不安低減と定着が進む / 関東広域ロジスティクス株式会社: 現場配属不安が増えるが、技能可視化で定着を狙う 現役側には 未来通信システム株式会社: 説明・監査・省電力運用の負荷増、再学習が常態化 / 北関東精密加工株式会社: 配置転換が増え不安も出るが、維持方針で離職抑制 / 関東広域ロジスティクス株式会社: 配置転換圧が上がる一方、運用技能の評価が上がる
PL037_02	39	政策探索	生活防衛の既存枠リバランス（税控除の前倒し＋職場/自治体の申請代行）	0.62	勤労中間層・境界層（対象外反発予備軍）・デジタル弱者	生活防衛↑ 雇用不安↓ 対象外反発↓ 公平感↑ 手続き疲れ↓	LLM政策探索/通常政策のみ	日本	SNS不安と副作用が最大化し、施策増で政策疲労と公平感欠損が固定化。	手続きが難しく、支えが届く実感がないまま生活だけが不安定になっている。
PL038_01	39	政策探索	重要度判定の根拠公開＋重要情報の強制到達ルート	0.62	通知疲れ層・SNS不安増幅層・オプトイン未設定層（勤労中間層含む）	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓ 公平感↑	LLM政策探索/通常政策のみ	日本	SNS不安が増幅し、通知疲れと対象外感が結びつき副作用が最大化。公平性の説明不足が火種。	何が本当に重要か分からず、後から『知らなかった自己責任』にされそうで怖い。
FB049	40	社会反応	生活防衛シフト	0.28	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労74.2、公平感欠損67.4、情報過敏30.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB049	40	社会反応	生活防衛シフト	0.28	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労74.2、公平感欠損67.4、情報過敏30.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB050	40	社会反応	情報過敏の拡大	0.35	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労74.2、公平感欠損67.4、情報過敏30.4	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
FB050	40	社会反応	情報過敏の拡大	0.35	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労74.2、公平感欠損67.4、情報過敏30.4	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE040	40	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保/省電力/説明を増枠 / 北関東精密加工株式会社: 新卒は最小枠維持。中途は自動化/品質/保全に集中 / 首都圏業務支援株式会社: 新卒は最小枠維持。中途は危機対応・運用設計を優先	未来通信システム株式会社: 選別不安が増す一方、説明/安保スキル需要が拡大 / 北関東精密加工株式会社: 採用枠縮小感で不安増。対話強化で定着は改善余地 / 首都圏業務支援株式会社: 新卒枠は細いが監査・運用職の入口は残る 現役側には 未来通信システム株式会社: 再学習と説明責任が増え、運用/安保職の負荷が上昇 / 北関東精密加工株式会社: 配置転換と技能再定義が進む。負荷増と学習圧力が上がる / 首都圏業務支援株式会社: 現場はログ/品質手順負荷増。再配置と再学習が進む
PL038_02	40	政策探索	同文面の要点掲示（職場・学校・地域）＋紙の最低保障	0.52	デジタル弱者・通知が届かない層・勤労中間層（注意層中心）	届かない不公平↓ SNS不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 公平感↑	LLM政策探索/通常政策のみ	日本	SNS不安が増幅し、通知疲れと対象外感が結びつき副作用が最大化。公平性の説明不足が火種。	アプリを追えない人ほど置いていかれて、社会が自分に冷たい気がする。
PL039_01	40	政策探索	通知ガバナンス一本化（上限制＋根拠公開＋強制到達）	0.62	通知疲れ層・SNS不安増幅層・オプトイン未設定層（勤労中間層含む）	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑ 公平感↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	不安増幅下で通知・施策過多が続き、対象外感と公平感欠損が政策疲労を固定化。	必要な情報ほど届かず、SNSの断片で不安だけが増える感じがする。
FB051	41	社会反応	生活防衛シフト	0.53	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労73.0、公平感欠損65.8、生活防衛33.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB051	41	社会反応	生活防衛シフト	0.53	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労73.0、公平感欠損65.8、生活防衛33.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE041	41	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は信頼対応/省電力を増枠 / 北関東精密加工株式会社: 新卒最小枠維持。中途は保全/品質/省エネに絞る / 首都圏業務支援株式会社: 新卒は最小枠維持。SNS危機運用・監査設計の中途を優先	未来通信システム株式会社: 選別不安が増え、説明力・安全対応の学習が必須化 / 北関東精密加工株式会社: 採用枠は細るが不安ケア増。技能評価が明確化 / 首都圏業務支援株式会社: 新卒枠は細るが危機運用スキルで早期戦力化の道が増える 現役側には 未来通信システム株式会社: 監査・省電力・対外説明の負荷増、再配置が進む / 北関東精密加工株式会社: 配置転換と省エネ/保全負担増。SNS不安で離職リスク / 首都圏業務支援株式会社: 炎上対応・監査・AI監督に再配置圧力、負荷と学習が増す
PL039_02	41	政策探索	生活防衛リバランスの公平ガード（偏り是正＋代行混雑抑制）	0.70	勤労中間層・境界層（対象外反発予備軍）・デジタル弱者（非正規/小規模企業含む）	生活防衛↑ 雇用不安↓ 対象外反発↓ 公平感↑ 手続き疲れ↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	不安増幅下で通知・施策過多が続き、対象外感と公平感欠損が政策疲労を固定化。	助けがあると言われても、自分は対象外か手続き地獄で結局取り残される気がする。
PL040_01	41	政策探索	通知ガバナンス統合＋配信減量（一本化運用）	0.62	通知疲れ層・SNS不安増幅層・オプトイン未設定層（勤労中間層含む）	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑ 公平感↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	施策が積み上がり副作用認知が飽和。通知疲れと公平感欠損がSNS不安を増幅。	また何か始まったと感じ、情報が多すぎて結局どれも信じ切れない。
FB052	42	社会反応	生活防衛シフト	0.43	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.8、公平感欠損63.6、生活防衛27.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB052	42	社会反応	生活防衛シフト	0.43	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.8、公平感欠損63.6、生活防衛27.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE042	42	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。危機運用・統制設計の中途を厚めに採用 / 未来通信システム株式会社: 新卒は厳選維持、危機対応/説明要員を中途増 / 北関東精密加工株式会社: 新卒最小枠維持。中途は保全/品質/自動化人材に集中	首都圏業務支援株式会社: 新卒枠が細り不安増。統制・危機対応スキルで道筋は見える / 未来通信システム株式会社: 選別不安が増すが説明機会が増え自己効力感を補強 / 北関東精密加工株式会社: 将来不安が強まり離職志向も。技能認定で見通しは改善 現役側には 首都圏業務支援株式会社: AI監督・品質責任が増え負荷上昇。配置転換で雇用は守られやすい / 未来通信システム株式会社: 再学習圧と疲労が増大、統制運用で負荷の平準化 / 北関東精密加工株式会社: AI/自動化で役割再編が進む。再配置負荷と監査対応が増える
PL040_02	42	政策探索	生活防衛枠の公平補正（非正規・中小優先＋説明一体化）	0.58	勤労中間層・境界層（対象外反発予備軍）・非正規/中小勤務者	生活防衛↑ 対象外反発↓ 公平感↑ 雇用不安↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	施策が積み上がり副作用認知が飽和。通知疲れと公平感欠損がSNS不安を増幅。	頑張って働いても対象外になりそうで、制度が自分の側にない気がする。
PL041_01	42	政策探索	訂正・デマ対応の一本化（48時間ルール）	0.58	SNS不安増幅層・通知疲れ層・勤労中間層（注意層中心）	SNS不安増幅↓ 情報過多↓ 政策疲労↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	SNS不安と情報過多が政策疲労を固定化。対象外反発と公平感欠損が再燃しやすい。	何が本当か分からず、後から覆る前提で将来の判断が止まっている。
PL041_02	42	政策探索	生活防衛ガードの段階適用（混雑上限＋対象外説明テンプレ）	0.52	境界層・対象外反発予備軍・デジタル弱者（非正規/小規模企業含む）	生活防衛↑ 手続き疲れ↓ 対象外反発↓ 公平感↑ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	SNS不安と情報過多が政策疲労を固定化。対象外反発と公平感欠損が再燃しやすい。	助けがあるのは分かるが、自分が対象か不明で手続きが怖く、結局あきらめている。
WE042	42	世界イベント	AI雇用不安増幅の悪化	0.78	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ42: SNS不安増幅が86.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.0。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE043	42	世界イベント	地政学SNS不安拡散の高止まり	0.83	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ42: SNS不安増幅が86.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.0。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE044	42	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ42: SNS不安増幅が86.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は20.0。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB053	43	社会反応	生活防衛シフト	0.46	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労75.7、公平感欠損65.5、生活防衛29.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB053	43	社会反応	生活防衛シフト	0.46	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労75.7、公平感欠損65.5、生活防衛29.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE043	43	組織判断	企業・組織の採用育成判断	0.42	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は危機・説明要員を厚め / 首都圏業務支援株式会社: 新卒は最小維持。監査統制と危機運用の中途を優先 / 北関東精密加工株式会社: 新卒最小枠維持。中途は保全/品質/自動化に絞り内定辞退対策	未来通信システム株式会社: 選抜不安が増す一方、説明・監査スキルが武器に / 首都圏業務支援株式会社: 新卒枠は狭いが、早期に監督役経験を得やすい / 北関東精密加工株式会社: 採用枠は狭いが不安ケアで定着は改善。AI/自動化学習機会は増える 現役側には 未来通信システム株式会社: 再学習と監査対応負荷が増え、配置転換が加速 / 首都圏業務支援株式会社: 炎上対応・監査運用の負荷増。再配置と技能更新が必須 / 北関東精密加工株式会社: 再配置と技能認定で負担増。だが解雇回避で安心感は維持される
PL042_01	43	政策探索	新規告知の追加停止＋通知一本化の徹底	0.60	注意層全体（通知疲れ・SNS不安増幅）＋勤労中間層	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	副作用圧100と政策疲労高止まり。追加施策より統合・説明・混雑制御が急務。	必要な情報ほど埋もれて、制度が自分を振り回している感じがする。
PL042_02	43	政策探索	対象外理由の即時提示＋異議申立て一枚化	0.55	境界層・対象外反発予備軍・デジタル弱者（非正規/小規模企業含む）	対象外反発↓ 公平感↑ 手続き疲れ↓ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	副作用圧100と政策疲労高止まり。追加施策より統合・説明・混雑制御が急務。	対象外と言われても理由と次の一手が分からず、置き去りにされた気分になる。
FB054	44	社会反応	情報過敏の拡大	0.34	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労69.3、公平感欠損62.5、情報過敏29.9	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
FB054	44	社会反応	情報過敏の拡大	0.34	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労69.3、公平感欠損62.5、情報過敏29.9	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE044	44	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。統制/監査/危機窓口の中途を優先 / 未来通信システム株式会社: 新卒は厳選維持、中途は安全運用・説明要員を増員 / 北関東精密加工株式会社: 新卒最小枠維持。中途は自動化/調達/品質に絞り不安説明を強化	首都圏業務支援株式会社: 新卒枠縮小で競争激化。AI監督経験が早期に積める層は有利 / 未来通信システム株式会社: 採用厳選が続き不安増、説明・監査技能に価値集中 / 北関東精密加工株式会社: 将来不安が強まり定着低下懸念。説明と成長筋の提示で緩和 現役側には 首都圏業務支援株式会社: 炎上対応・監査負荷が増加。AI運用/統制スキルへの再学習圧力 / 未来通信システム株式会社: 危機対応・統制運用の負荷増、再学習と転換が加速 / 北関東精密加工株式会社: 再配置と技能更新圧力が上昇。不安対応の面談負荷も増える
PL043_01	44	政策探索	通知一本化の根拠・反論FAQを統一公開	0.58	注意層全体（SNS不安増幅・通知疲れ）＋勤労中間層＋オプトイン未設定層	政策疲労↓ SNS不安増幅↓ 制度信頼↑ 財政不安↓ 公平感↑	LLM政策探索/通常政策のみ	日本	注意層が大半で副作用圧100。通知・申請の増改が重なり政策疲労と公平感欠損が固定化。	結局どれが本当で自分が何をすればいいのか分からず、またルールが変わる気がして疲れている。
PL043_02	44	政策探索	異議申立ての混雑上限＋不正ガード標準実装	0.52	境界層・対象外反発予備軍・デジタル弱者（非正規/小規模企業含む）	対象外反発↓ 手続き疲れ↓ 政策疲労↓ 公平感↑ 制度信頼↑	LLM政策探索/通常政策のみ	日本	注意層が大半で副作用圧100。通知・申請の増改が重なり政策疲労と公平感欠損が固定化。	対象外の理由が説明されないと自分だけ切り捨てられた感じがして、手続きも長そうで最初から諦めたくなる。
WE045	44	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ44: SNS不安増幅が89.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は17.3。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB055	45	社会反応	生活防衛シフト	0.35	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.4、公平感欠損62.0、情報過敏27.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB055	45	社会反応	生活防衛シフト	0.35	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.4、公平感欠損62.0、情報過敏27.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB056	45	社会反応	情報過敏の拡大	0.29	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労70.4、公平感欠損62.0、情報過敏27.3	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
FB056	45	社会反応	情報過敏の拡大	0.29	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労70.4、公平感欠損62.0、情報過敏27.3	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE045	45	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は信頼・統制系を増員 / 北関東精密加工株式会社: 新卒最小枠維持。中途は品質/保全/自動化に絞る / 首都圏業務支援株式会社: 新卒最小維持。統制/危機窓口/監査の中途を厚め	未来通信システム株式会社: 選別は強まるが、説明・統制職の入口が増える / 北関東精密加工株式会社: 不安は増えるが、説明強化で定着は持ち直し得る / 首都圏業務支援株式会社: 新卒枠は狭いがAI監督スキルで早期戦力化が進む 現役側には 未来通信システム株式会社: 運用・広報・監査への転換需要が増し負荷も増大 / 北関東精密加工株式会社: 現場の再配置増。技能承認がないと反発が強まる / 首都圏業務支援株式会社: 現場は監査/炎上対応負荷増。再配置と評価軸変更で摩擦
PL044_01	45	政策探索	不安時の一次受け固定（予約・折返し制）	0.60	注意層（SNS不安増幅・通知疲れ）＋勤労中間層＋デジタル弱者	情報過多↓ SNS不安増幅↓ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	SNS不安増幅と副作用圧が極端に高く、通知・異議対応が公平感欠損と政策疲労を増幅。追加より運用の分散・説明の統一が先。	情報が多すぎて何を信じて動けばいいか分からず、相談先も混んでいて不安が残る。
PL044_02	45	政策探索	異議申立ての分散運用（時差・枠配分・紙電話優先枠）	0.55	境界層・対象外反発予備軍・デジタル弱者（非正規/小規模企業含む）	手続き疲れ↓ 対象外反発↓ 公平感↑ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	SNS不安増幅と副作用圧が極端に高く、通知・異議対応が公平感欠損と政策疲労を増幅。追加より運用の分散・説明の統一が先。	申請や異議の手続きが複雑で、対象外の理由も納得できず、動くほど疲れていく。
FB057	46	社会反応	生活防衛シフト	0.86	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.5、公平感欠損61.9、生活防衛51.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB057	46	社会反応	生活防衛シフト	0.86	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.5、公平感欠損61.9、生活防衛51.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE046	46	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は監査・統制と顧客折衝を増員 / 北関東精密加工株式会社: 新卒最小枠維持。中途は保全/自動化/調達に限定 / 関東広域ロジスティクス株式会社: 新卒は現場統括候補を維持。中途は保守/配車強化、外注は複線	未来通信システム株式会社: 採用絞りで不安増、監査・説明系の学習需要が伸びる / 北関東精密加工株式会社: 不安は増すが相談導線で離職を抑え、技能可視化で納得感 / 関東広域ロジスティクス株式会社: 現場管理候補の需要は維持。技能転換前提で学び直し負荷が増える 現役側には 未来通信システム株式会社: 炎上・不安対応の対外業務増、統制スキルが必須化 / 北関東精密加工株式会社: 現場は変化疲れ増。設備停止減で負荷は平準化し再配置が進む / 関東広域ロジスティクス株式会社: 事務・現場の役割再編が進み不安増。保守/運用へ再配置が増える
PL045_01	46	政策探索	一次受け固定の緊急トリアージ＋当日枠	0.60	注意層（不安増幅・通知疲れ）＋勤労中間層＋デジタル弱者	情報過多↓ SNS不安増幅↓ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	SNS不安が極大で副作用警戒が飽和。追加施策より運用負荷と不公平感の火種を先に減らす局面。	困ったときに結局たらい回しで、安心できる入口がないと感じる。
PL045_02	46	政策探索	異議申立て優先枠の公平説明＋機械却下の例外基準公開	0.50	境界層・対象外反発予備軍・デジタル弱者（紙電話優先枠の対象含む）	対象外反発↓ 公平感↑ 政策疲労↓ 制度信頼↑ 財政不安↓	LLM政策探索/通常政策のみ	日本	SNS不安が極大で副作用警戒が飽和。追加施策より運用負荷と不公平感の火種を先に減らす局面。	自分だけ対象外にされた理由が分からず、納得できないまま不満だけが増える。
PL046_01	46	政策探索	新規告知の凍結延長＋既存導線の一本化点検	0.62	注意層全体（SNS不安増幅・通知疲れ）＋勤労中間層	情報過多↓ 政策疲労↓ SNS不安増幅↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	通知・説明・窓口が増え副作用100と政策疲労が高止まり、境界層の不信が残る	何が本当に大事か分からず、結局自己責任にされそうで怖い
WE046	46	世界イベント	供給網不安拡大の悪化	0.73	全体	物価不安↑ 雇用安定↓	供給網不安	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ46: SNS不安増幅が92.8。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は15.4。	供給網の不安定化により、物価と企業採用への不安が残る。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB058	47	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.1、公平感欠損60.9、生活防衛38.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB058	47	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.1、公平感欠損60.9、生活防衛38.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE047	47	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は統制・危機対応と顧客折衝を厚く / 首都圏業務支援株式会社: 新卒は最小維持。危機運用・監査・対外説明の中途を優先 / 関東広域ロジスティクス株式会社: 新卒は現場統括候補を維持。中途は保守/配車厚め、外注は変動弁	未来通信システム株式会社: 採用厳選で不安増、対話力と統制スキルが評価軸に / 首都圏業務支援株式会社: 新卒枠は細り、AI監督・危機対応に適応できる層が有利 / 関東広域ロジスティクス株式会社: 採用枠は狭いが技能明確化。SNS不安へ対話が効き定着は上がる 現役側には 未来通信システム株式会社: 危機対応・監査負荷増、再学習と職務転換が加速 / 首都圏業務支援株式会社: 現場は説明責任と監査負担が増え、運用統制スキルの再学習圧力 / 関東広域ロジスティクス株式会社: 事務は再配置圧力増。現場は負荷軽減と監視業務増、賃上げ余地は限定
PL046_02	47	政策探索	対象外理由・救済導線の一画面化（紙/電話も同内容）	0.58	境界層・対象外反発予備軍・デジタル弱者（非正規/小規模企業含む）	対象外反発↓ 手続き疲れ↓ 公平感↑ 政策疲労↓ 制度信頼↑	LLM政策探索/通常政策のみ	日本	通知・説明・窓口が増え副作用100と政策疲労が高止まり、境界層の不信が残る	申請できる人だけ得をして、できない人は置いていかれる感じがする
FB059	48	社会反応	生活防衛シフト	0.32	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.2、公平感欠損59.0、情報過敏23.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB059	48	社会反応	生活防衛シフト	0.32	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労71.2、公平感欠損59.0、情報過敏23.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
